Pos,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Round
OT,78,306,5.26,31.5,26,108.0,7.8,4.83,4
WR,72,189,4.43,31.0,15,110.0,6.88,4.41,1
WR,73,212,4.56,34.0,13,123.0,7.03,4.25,8
QB,76,226,4.92,31.0,19,111.0,7.09,4.28,1
DE,76,273,4.94,32.0,21,113.0,7.46,4.7,8
ILB,74,244,4.75,32.0,28,114.0,7.03,4.25,6
TE,71,225,4.54,34.5,18,121.0,6.93,4.28,5
RB,73,228,4.52,40.0,14,129.0,7.16,4.34,7
TE,77,244,4.75,32.0,15,120.0,7.0,4.4,4
WR,77,218,4.56,34.5,16,124.0,7.2,4.4,4
DT,72,314,5.16,26.0,35,100.0,7.77,4.79,3
OT,78,302,5.38,26.0,19,106.0,7.41,4.71,6
DT,75,329,5.37,23.5,28,96.0,7.95,4.83,5
C,75,292,5.24,26.5,25,110.0,7.62,4.59,8
DT,77,315,5.09,31.0,27,112.0,7.5,4.53,3
QB,75,220,4.88,28.5,18,101.0,7.28,4.32,8
WR,74,203,4.49,37.5,12,130.0,6.97,4.5,8
OG,78,315,5.22,33.5,35,113.0,7.75,4.77,2
TE,77,253,4.81,31.0,18,110.0,7.17,4.23,4
DT,75,283,4.87,32.5,24,110.0,7.63,4.65,2
DT,74,312,5.28,23.5,18,101.0,7.95,4.75,8
CB,71,200,4.54,35.0,18,118.0,6.9,4.28,2
CB,72,180,4.48,33.5,16,113.0,6.79,4.45,7
CB,71,195,4.6,40.5,15,134.0,6.94,4.36,8
WR,75,218,4.54,35.5,18,124.0,6.57,4.11,2
EDGE,76,251,4.53,39.5,21,124.0,7.27,4.28,4
OG,76,314,5.24,29.0,30,114.0,7.45,4.84,5
CB,72,186,4.64,38.0,4,124.0,6.28,3.94,8
TE,76,259,4.74,36.0,22,123.0,7.15,4.2,4
TE,77,265,4.74,27.0,16,111.0,7.5,4.75,6
OLB,75,232,4.58,41.5,19,131.0,6.85,4.28,8
RB,70,198,4.56,35.5,16,125.0,6.98,4.2,8
DT,76,288,5.06,32.5,24,111.0,7.68,4.56,8
CB,73,185,4.63,32.5,6,117.0,7.01,4.15,8
OG,77,310,5.4,28.0,26,109.0,7.7,4.9,8
WR,76,206,4.37,30.5,15,124.0,6.91,4.2,5
ILB,73,240,4.72,32.5,19,115.0,7.2,4.4,6
CB,72,200,4.57,35.5,15,120.0,6.95,4.4,8
S,74,200,4.51,33.0,14,119.0,7.0,4.28,8
RB,70,202,4.6,31.5,18,118.0,7.02,4.22,4
CB,70,183,4.32,39.0,16,136.0,6.86,4.13,1
OLB,75,236,4.64,38.5,21,119.0,6.9,4.28,3
RB,74,247,4.69,33.0,25,121.0,6.98,4.18,8
WR,71,213,4.54,34.5,14,120.0,7.11,4.32,2
S,71,205,4.55,35.0,13,120.0,7.25,4.37,4
WR,74,211,4.43,38.0,15,129.0,7.24,4.41,8
OT,76,317,5.34,24.5,28,106.0,8.55,5.38,8
TE,78,256,4.75,33.0,20,116.0,7.5,4.59,8
C,75,306,5.43,25.0,20,103.0,7.9,4.81,8
WR,73,206,4.52,33.5,24,118.0,7.16,4.57,8
QB,77,224,5.09,27.0,19,96.0,7.4,4.4,5
DE,75,296,5.16,30.0,25,105.0,7.66,4.63,8
WR,76,221,4.67,34.0,9,114.0,7.24,4.37,8
RB,73,216,4.61,36.0,16,117.0,7.06,4.27,5
OT,77,296,5.05,34.0,26,112.0,7.83,4.63,2
RB,72,225,4.72,32.0,22,109.0,7.16,4.21,8
WR,74,197,4.55,37.0,9,121.0,6.89,4.23,6
WR,75,215,4.53,33.5,18,113.0,7.0,4.25,7
QB,73,213,4.79,31.5,17,103.0,6.94,4.15,7
CB,73,190,4.52,36.3,8,120.0,6.85,4.18,3
ILB,73,236,4.6,36.0,23,117.0,7.38,4.48,4
EDGE,76,258,4.78,33.0,25,114.0,6.99,4.4,6
OT,78,317,5.18,27.0,16,103.0,7.68,4.74,8
LB,75,239,4.82,36.0,20,131.0,7.2,4.36,8
LB,73,232,4.77,31.5,23,116.0,6.88,4.04,7
EDGE,77,262,4.63,32.2,28,118.0,7.15,4.23,1
DL,76,281,5.0,32.0,24,112.0,7.34,4.36,3
LB,71,228,4.82,31.0,12,115.0,7.2,4.45,8
S,69,199,4.51,32.5,18,115.0,7.21,4.19,4
RB,71,220,4.45,30.0,22,114.0,7.02,4.29,5
CB,74,197,4.49,38.5,10,127.0,7.06,4.31,8
CB,71,196,4.47,39.5,15,135.0,6.82,4.14,6
EDGE,75,250,4.62,40.0,23,134.0,7.02,4.27,2
RB,72,226,4.59,38.5,34,126.0,6.95,4.1,8
LB,74,237,4.64,32.5,30,116.0,6.9,4.03,3
OT,79,310,5.18,27.0,25,109.0,7.85,4.66,7
OL,76,306,5.09,27.0,28,102.0,7.45,4.53,8
S,72,201,4.67,29.5,16,120.0,7.09,4.33,8
DL,76,296,5.19,24.5,28,98.0,7.97,4.82,7
S,75,210,4.83,30.0,10,118.0,7.1,4.46,8
TE,78,262,4.95,31.0,22,113.0,7.37,4.42,8
DL,76,266,4.79,33.5,29,116.0,7.1,4.14,1
CB,71,201,4.45,36.5,19,127.0,6.94,4.08,7
WR,76,220,4.42,43.5,12,140.0,6.77,4.07,3
OL,75,306,4.92,31.0,34,104.0,7.41,4.53,1
WR,75,211,4.57,32.0,12,117.0,6.97,4.25,8
EDGE,75,252,4.65,37.5,22,126.0,7.3,4.42,7
RB,71,209,4.72,35.5,15,118.0,7.38,4.44,8
CB,72,201,4.51,39.5,13,128.0,6.96,4.2,8
WR,72,226,4.49,36.5,19,120.0,7.16,4.32,2
CB,72,194,4.75,35.9,14,126.0,7.33,4.22,8
TE,74,250,4.75,33.0,17,117.0,7.27,4.51,8
QB,74,211,4.74,29.0,17,112.0,7.19,4.44,8
DL,75,306,5.15,24.5,20,96.0,8.01,4.83,6
CB,72,195,4.42,41.5,14,126.0,6.91,4.17,2
EDGE,77,249,4.53,36.0,21,129.0,7.01,4.39,1
LB,72,230,4.56,34.5,21,121.0,6.85,4.09,5
LB,71,234,4.43,40.5,21,124.0,6.93,4.23,1
WR,75,217,4.61,36.0,11,115.0,7.02,4.22,8
WR,77,227,4.48,36.0,18,128.0,7.05,4.29,4
OL,74,310,5.07,28.5,26,105.0,7.46,4.62,8
WR,72,205,4.31,40.0,11,135.0,6.99,4.03,2
EDGE,74,251,4.73,33.0,25,113.0,7.4,4.42,8
LB,73,237,4.5,37.5,18,124.0,6.95,4.12,5
CB,69,169,4.52,39.0,8,122.0,6.96,4.25,8
DL,75,294,5.08,25.5,22,101.0,8.13,5.07,6
DL,74,283,4.91,30.0,25,118.0,7.71,4.78,1
DL,77,286,4.69,33.5,22,116.0,7.03,4.38,4
LB,74,242,4.66,34.5,20,118.0,7.09,4.31,5
DL,75,298,5.16,30.0,26,111.0,7.68,4.64,5
DL,77,255,4.66,36.0,21,122.0,6.89,4.13,4
OT,77,317,5.23,26.5,20,103.0,7.95,4.92,6
CB,74,202,4.57,37.0,14,125.0,6.76,4.15,8
LB,71,234,4.73,31.0,25,111.0,7.25,4.38,6
EDGE,75,243,4.6,39.0,19,122.0,7.0,4.44,8
OL,75,316,5.23,26.0,23,107.0,7.94,4.83,3
WR,70,189,4.46,35.0,12,124.0,7.09,4.23,8
CB,73,206,4.3,41.0,16,130.0,7.02,4.19,3
OL,77,309,5.23,28.0,21,105.0,7.88,4.81,3
S,71,190,4.64,33.5,16,116.0,6.89,4.09,8
OT,77,315,4.96,29.0,24,118.0,7.44,4.4,1
S,70,204,4.81,33.5,20,119.0,7.03,4.23,8
WR,70,201,4.41,37.5,16,120.0,7.01,4.43,8
WR,73,215,4.43,38.0,13,121.0,7.0,4.22,8
WR,71,160,4.55,31.5,13,120.0,7.0,4.31,8
OT,78,308,5.28,25.5,26,99.0,7.69,4.77,5
LB,74,245,4.65,33.0,20,119.0,7.38,4.38,6
TE,76,249,4.5,39.5,20,127.0,6.81,4.22,1
CB,71,193,4.52,34.0,12,117.0,6.92,4.25,6
WR,77,227,4.45,37.0,8,123.0,7.25,4.59,8
QB,76,213,4.73,30.5,17,116.0,7.2,4.2,4
OT,76,329,5.21,28.5,19,104.0,8.27,4.87,2
OL,77,306,5.2,27.5,31,105.0,7.51,4.54,4
WR,74,215,4.58,36.5,15,126.0,7.03,4.25,6
DL,73,312,5.16,31.0,30,109.0,7.84,4.72,4
S,72,209,4.63,34.5,17,114.0,7.45,4.3,8
S,71,210,4.48,36.0,17,117.0,7.03,4.2,4
DL,76,277,4.58,38.0,26,120.0,7.26,4.29,1
RB,69,205,4.58,35.5,24,118.0,7.19,4.27,7
TE,80,265,4.9,29.5,12,110.0,7.4,4.53,5
LB,74,234,4.75,29.5,17,111.0,7.18,4.34,8
LB,75,241,4.75,38.0,17,123.0,6.89,4.14,5
DL,73,285,5.08,31.0,32,115.0,7.63,4.62,8
WR,71,184,4.55,36.5,15,117.0,6.96,4.13,7
EDGE,77,254,4.79,35.0,21,119.0,7.44,4.41,8
EDGE,76,252,4.63,35.0,24,114.0,7.27,4.42,6
QB,74,217,4.84,34.0,18,112.0,7.09,4.28,3
EDGE,76,255,4.69,35.5,31,119.0,7.31,4.43,8
WR,74,201,4.39,43.5,15,141.0,6.91,4.19,8
LB,74,242,4.98,35.5,21,118.0,7.25,4.38,8
WR,70,187,4.33,36.5,17,119.0,6.9,4.15,2
WR,74,221,4.6,32.5,18,117.0,7.15,4.32,6
RB,70,216,4.57,37.0,16,121.0,7.13,4.29,3
S,73,207,4.41,36.5,20,123.0,6.91,4.12,3
WR,74,228,4.53,38.5,27,122.0,7.13,4.31,1
CB,71,190,4.68,34.5,9,123.0,6.95,4.08,8
OL,76,322,5.2,31.0,33,108.0,7.76,4.95,4
RB,68,208,4.49,33.5,22,121.0,7.11,4.26,3
OL,75,335,5.41,24.0,29,90.0,8.15,5.04,8
RB,69,206,4.49,34.0,21,123.0,7.07,4.25,8
RB,70,198,4.4,40.0,21,130.0,6.98,4.2,4
DL,75,308,5.04,35.0,28,115.0,7.7,4.38,2
TE,77,251,4.7,37.5,17,123.0,7.02,4.18,1
CB,73,191,4.6,36.0,9,121.0,6.7,4.15,8
EDGE,77,248,4.5,36.5,25,119.0,7.06,4.4,5
RB,70,217,4.78,29.5,26,118.0,7.14,4.29,8
RB,70,201,4.48,39.5,17,130.0,7.07,4.31,6
S,71,210,4.48,37.0,14,123.0,6.81,4.1,4
OT,77,322,5.05,29.5,21,103.0,8.34,4.87,1
DL,75,305,5.12,25.5,35,101.0,7.84,4.84,8
WR,76,210,4.75,33.5,13,119.0,7.09,4.29,8
OT,77,303,5.12,25.5,28,102.0,7.72,4.52,8
FB,73,242,4.89,34.0,16,116.0,7.35,4.32,8
WR,69,188,4.31,36.5,15,121.0,6.95,4.15,2
CB,73,210,4.45,40.5,13,130.0,7.12,4.12,5
QB,79,249,4.59,34.5,21,120.0,7.09,4.28,8
OT,76,299,5.32,29.0,21,105.0,8.0,4.84,8
EDGE,73,266,5.02,30.5,17,108.0,7.5,4.53,8
EDGE,77,256,4.92,32.5,19,113.0,7.22,4.59,7
OL,76,310,5.16,28.0,29,109.0,7.77,4.62,2
WR,73,214,4.42,37.0,20,127.0,7.32,4.15,4
OT,79,338,5.16,27.5,26,89.0,8.34,5.28,8
WR,74,209,4.56,32.5,18,122.0,7.12,4.22,8
WR,70,183,4.53,33.5,15,123.0,7.09,4.45,3
LB,72,226,4.43,33.5,16,121.0,7.15,4.57,8
CB,74,208,4.4,36.5,17,133.0,6.81,4.06,4
S,70,191,4.69,33.0,18,121.0,6.93,4.17,6
WR,73,201,4.6,30.0,14,117.0,7.28,4.23,6
CB,74,213,4.52,38.0,15,129.0,7.01,4.1,2
WR,72,204,4.51,38.0,14,124.0,6.88,4.16,7
QB,77,221,4.81,33.5,18,120.0,7.0,4.41,1
DL,75,281,5.12,31.5,24,110.0,7.71,4.53,3
LB,74,234,4.62,32.5,23,123.0,7.18,4.37,8
OT,75,306,5.14,31.5,23,111.0,7.75,4.82,8
OT,78,312,5.27,32.5,19,116.0,7.71,4.71,4
DL,75,288,4.95,31.5,24,111.0,7.55,4.46,5
TE,76,254,4.83,34.5,16,114.38,7.12,4.27,3
CB,74,192,4.5,37.5,16,134.0,6.9,4.09,3
DL,76,280,5.14,26.5,22,108.0,7.51,4.55,8
OL,76,308,4.91,30.5,25,117.0,7.61,4.54,1
OT,77,310,5.33,25.0,26,113.0,7.73,4.74,2
QB,76,228,4.69,31.0,19,112.0,7.03,4.12,2
WR,74,202,4.55,33.5,11,119.0,7.06,4.53,8
CB,71,196,4.45,39.5,15,120.0,6.45,3.97,3
CB,71,195,4.54,36.0,14,121.0,6.72,4.1,4
TE,76,249,4.7,36.0,22,120.0,7.27,4.34,7
DL,73,336,5.1,27.0,30,102.0,8.02,4.95,5
RB,71,221,4.67,35.0,22,127.0,7.13,4.29,3
OL,76,303,4.89,31.0,29,107.0,8.28,4.62,2
OT,79,317,5.05,33.5,23,111.0,7.66,4.58,1
OL,77,308,5.15,29.2,28,112.0,7.66,4.57,3
S,73,212,4.77,36.0,12,119.66,7.03,4.46,8
WR,72,208,4.35,37.5,18,125.0,7.01,4.15,3
QB,72,202,4.57,33.0,16,115.0,7.09,4.12,6
WR,75,228,4.33,40.5,27,134.0,7.38,4.5,2
WR,74,203,4.63,37.0,13,118.0,7.07,4.23,8
OT,77,314,5.32,36.0,27,109.0,8.07,4.75,7
CB,73,186,4.49,37.0,6,125.0,6.82,4.12,5
EDGE,76,254,4.69,29.5,16,114.38,7.3,4.45,4
QB,73,225,4.97,33.5,19,116.0,7.14,4.45,6
WR,73,197,4.46,36.5,12,122.0,6.91,4.29,7
RB,70,222,4.63,28.5,15,121.0,7.18,4.32,3
TE,76,253,4.66,36.5,22,121.0,7.16,4.11,4
WR,72,202,4.53,38.5,14,125.0,6.78,4.13,8
CB,71,190,4.55,36.5,14,120.0,6.9,4.16,2
WR,70,191,4.63,34.0,8,113.0,7.2,4.4,8
TE,75,244,4.91,28.0,19,115.43,7.45,4.43,7
DL,79,271,4.82,35.5,18,118.0,6.95,4.23,4
OT,79,324,5.23,28.5,27,114.0,8.07,4.5,8
LB,73,239,4.58,33.5,20,122.0,7.25,4.26,3
TE,77,249,4.63,34.0,22,117.0,7.21,4.47,3
RB,73,228,4.58,29.5,19,114.0,7.53,4.31,5
DL,77,280,4.92,36.5,24,115.0,7.48,4.36,5
OL,76,301,5.02,33.0,39,112.0,8.06,4.94,8
CB,74,205,4.47,36.5,17,120.0,6.82,4.16,5
OL,75,307,5.13,27.5,27,98.0,7.72,4.78,7
OT,76,307,5.2,22.5,20,105.03,7.83,4.7,5
OT,78,309,5.12,33.5,16,114.0,7.61,4.7,3
RB,72,210,4.52,35.0,13,121.0,7.03,4.24,4
LB,74,240,4.57,32.5,24,116.0,7.23,4.37,3
OT,78,305,5.09,27.0,23,115.0,7.9,5.02,6
CB,71,209,4.61,31.0,11,111.0,7.05,4.25,8
S,72,208,4.57,35.0,17,115.0,6.82,3.99,2
EDGE,75,257,4.83,34.0,25,118.0,7.34,4.31,8
TE,77,255,4.73,32.0,15,109.0,7.15,4.39,8
S,72,196,4.44,39.0,16,130.0,6.92,4.14,4
WR,70,184,4.59,35.0,7,116.0,6.8,4.19,5
WR,73,199,4.58,30.5,13,124.0,7.22,4.28,4
OT,77,312,5.3,28.5,23,110.0,7.69,4.52,2
OT,78,312,5.21,30.5,18,108.0,7.75,4.76,8
DL,75,319,5.15,28.3,24,102.21,7.81,4.77,7
QB,74,210,4.91,33.0,17,116.0,7.1,4.29,8
OT,77,305,5.29,27.5,28,101.0,7.89,4.7,4
TE,77,255,4.71,33.5,21,115.0,7.15,4.31,2
WR,71,214,4.48,39.0,15,122.0,7.03,4.14,2
RB,71,211,4.49,36.0,20,124.0,6.89,4.19,2
DL,72,324,5.01,30.5,27,101.0,7.57,4.62,3
S,71,198,4.36,39.5,11,126.0,7.03,4.14,1
RB,71,208,4.47,30.0,21,116.0,7.37,4.63,5
OT,78,327,5.26,28.0,27,108.0,7.77,4.69,2
RB,72,227,4.68,33.0,21,120.0,7.27,4.34,8
QB,76,230,4.91,29.5,19,106.0,7.51,4.53,8
WR,75,211,4.57,37.5,14,117.0,6.97,4.28,8
RB,67,203,4.66,35.0,15,117.0,7.32,4.4,3
DL,76,307,5.13,29.0,28,101.0,7.73,4.73,7
WR,73,190,4.39,40.5,11,135.0,7.0,4.15,5
LB,74,238,4.69,39.0,15,123.0,7.21,4.23,5
TE,74,242,4.63,32.5,19,110.0,7.32,4.33,2
WR,74,219,4.47,34.5,14,122.0,7.55,4.48,8
TE,77,255,4.92,32.0,15,108.0,7.08,4.47,6
CB,73,199,4.51,33.0,11,121.0,7.09,4.37,8
EDGE,72,233,4.69,31.5,25,118.0,6.75,4.32,6
RB,70,224,4.66,29.5,16,119.0,7.07,4.33,4
TE,76,251,4.75,31.5,17,113.0,7.19,4.31,3
QB,73,224,4.62,33.5,19,118.0,6.65,4.05,5
QB,74,218,4.81,31.0,18,110.0,7.28,4.33,4
LB,73,241,4.51,36.0,27,123.0,7.26,4.38,7
EDGE,78,260,4.41,36.0,21,125.0,7.0,4.29,1
OT,78,313,5.27,30.5,23,111.0,8.01,5.0,8
QB,75,221,4.77,27.5,18,109.0,7.06,4.36,8
LB,73,238,4.63,37.0,24,125.0,7.21,4.28,3
S,74,198,4.5,42.0,16,136.0,6.63,4.01,5
CB,75,189,4.44,39.5,8,131.0,6.79,4.12,8
WR,73,205,4.57,38.5,19,119.0,6.87,4.03,8
S,72,205,4.42,44.0,21,141.0,6.99,4.22,2
DL,78,295,4.93,32.0,23,115.0,7.45,4.33,1
LB,74,234,4.57,37.5,31,122.0,6.94,4.14,4
OT,77,323,5.05,28.5,26,105.0,7.88,5.05,8
TE,77,252,4.67,36.5,19,122.0,7.21,4.25,3
WR,75,215,4.63,32.5,16,119.0,7.0,4.66,8
CB,71,203,4.43,43.0,18,133.0,6.85,4.14,7
TE,75,267,4.89,31.0,24,117.0,7.18,4.38,4
WR,72,190,4.45,38.5,13,125.0,7.4,4.44,8
WR,76,206,4.54,37.0,6,117.0,7.07,4.26,8
S,71,208,4.39,33.5,19,113.0,7.04,4.24,8
LB,72,237,4.42,39.5,22,118.0,7.07,4.17,1
DL,75,315,5.04,29.5,28,107.0,7.82,4.55,1
RB,71,212,4.57,36.0,17,130.0,7.0,4.16,6
RB,69,197,4.58,36.5,16,118.0,7.01,4.25,8
OT,76,302,5.12,28.0,23,100.0,8.01,4.79,1
RB,68,206,4.51,33.0,19,121.0,7.44,4.44,6
S,71,213,4.52,34.5,22,118.0,7.08,4.27,4
TE,76,240,4.56,29.0,20,113.0,7.2,4.4,7
S,72,209,4.56,36.5,9,121.0,7.08,4.2,8
EDGE,75,256,4.59,30.5,18,116.0,6.94,4.11,3
DL,75,281,5.28,27.5,22,112.0,7.53,4.37,8
S,71,205,4.29,34.5,19,122.0,7.0,4.15,8
S,74,212,4.63,33.5,17,121.0,7.07,4.37,8
DL,77,318,5.01,32.0,30,118.0,7.65,4.53,4
EDGE,75,253,4.78,34.0,24,118.0,7.13,4.57,3
CB,72,192,4.51,39.5,18,120.0,7.31,4.31,2
OL,76,302,5.17,34.0,26,115.0,7.69,4.65,6
WR,72,205,4.5,40.0,11,128.0,6.99,4.22,1
RB,70,217,4.47,35.5,20,122.0,7.14,4.42,2
DL,75,257,4.93,31.0,25,115.0,7.44,4.43,5
OL,74,314,5.21,24.5,26,104.0,7.83,4.72,7
RB,70,208,4.61,36.0,19,128.0,7.07,4.19,8
CB,69,186,4.59,33.0,12,120.0,7.01,4.3,8
TE,75,257,4.73,30.5,16,115.0,7.35,4.44,3
LB,73,230,4.67,33.5,26,119.0,6.93,4.34,8
CB,69,191,4.46,39.5,12,128.0,6.95,4.13,8
LB,74,238,4.65,32.5,24,115.0,7.0,4.31,3
WR,73,212,4.62,36.0,11,123.0,7.35,4.5,8
RB,69,192,4.5,39.5,16,125.0,6.96,4.18,8
RB,69,207,4.57,39.0,12,122.0,6.97,4.25,7
LB,72,234,4.81,32.5,19,120.0,7.23,4.36,8
LB,74,246,4.84,32.0,16,121.0,7.28,4.4,8
DL,75,290,4.9,29.0,25,107.0,7.77,4.67,2
LB,73,235,4.51,32.5,14,121.0,7.07,4.24,6
LB,77,233,4.72,35.5,16,123.0,7.1,4.32,6
DL,77,326,5.16,27.0,28,108.0,8.22,4.79,1
WR,73,198,4.65,33.5,14,119.0,7.21,4.27,8
TE,77,243,4.73,32.5,13,110.0,7.41,4.37,4
TE,74,248,4.74,32.5,23,115.0,7.08,4.46,8
QB,75,229,4.69,35.0,19,125.0,7.33,4.51,8
CB,68,183,4.62,31.5,15,115.0,6.81,4.02,8
S,71,202,4.46,33.5,20,122.0,6.99,4.21,3
RB,68,188,4.42,37.5,20,120.0,6.95,4.17,7
WR,73,202,4.73,38.5,23,124.0,7.2,4.33,5
S,75,221,4.45,41.0,20,138.0,7.05,4.27,2
OL,76,308,5.29,25.0,26,101.0,7.74,4.68,4
CB,73,190,4.45,35.0,10,126.0,6.88,4.31,8
WR,76,238,4.42,40.5,19,126.0,7.17,4.35,2
S,72,209,4.71,33.5,21,118.0,7.03,4.24,8
OL,78,311,4.93,30.0,30,111.0,7.26,4.46,2
WR,74,209,4.46,39.5,13,126.0,6.98,4.22,7
DL,75,308,5.21,27.0,22,99.0,8.07,4.82,8
LB,77,280,4.89,29.0,21,116.0,7.48,4.54,8
DL,75,257,4.95,32.0,22,114.0,7.5,4.62,8
WR,74,198,4.45,36.0,16,121.0,7.28,4.62,5
S,73,206,4.6,34.5,24,125.0,6.98,4.22,7
RB,70,217,4.58,33.5,18,119.0,7.18,4.32,4
DL,75,311,5.18,27.0,21,109.0,7.75,4.93,8
QB,76,224,5.0,28.0,19,109.0,7.13,4.37,8
WR,74,216,4.54,35.0,14,124.0,7.08,4.59,4
CB,68,183,4.39,35.5,11,124.0,6.91,4.15,8
DL,78,311,5.12,28.0,24,111.0,7.95,4.86,2
TE,74,242,4.72,35.5,25,115.0,7.15,4.35,3
RB,72,247,4.53,41.0,23,131.0,7.19,4.42,2
LB,74,242,4.85,31.0,14,115.0,7.25,4.38,8
OL,77,306,5.02,29.5,23,114.0,7.7,4.66,4
S,73,217,4.49,42.0,17,134.0,7.07,4.27,2
WR,70,200,4.39,35.5,16,123.0,7.13,4.2,3
QB,78,231,4.89,27.5,19,110.0,7.5,4.75,4
RB,67,207,4.6,39.5,15,123.0,7.13,4.27,1
S,72,205,4.8,34.0,15,125.0,6.87,4.3,8
DL,76,302,5.02,27.5,24,105.92,7.69,4.73,3
DL,77,275,5.04,32.5,17,117.0,7.34,4.46,2
RB,70,203,4.41,37.0,20,125.0,7.03,4.23,3
QB,74,219,5.01,30.0,18,111.0,7.27,4.51,5
WR,71,188,4.59,34.0,15,118.0,7.14,4.15,8
S,74,203,4.67,35.5,17,122.0,6.93,4.27,6
CB,72,197,4.46,35.5,16,123.0,6.94,4.36,2
DL,74,304,4.79,29.1,23,104.15,7.97,5.01,3
WR,76,223,4.6,36.0,22,127.0,7.33,4.55,4
LB,74,234,4.92,32.0,19,124.0,6.91,4.13,8
DL,76,263,4.82,36.0,23,125.0,7.37,4.47,7
WR,72,228,4.39,35.0,16,118.0,7.18,4.33,3
S,70,201,4.6,32.0,17,119.0,6.81,4.08,6
CB,70,191,4.48,37.5,17,124.0,7.26,4.17,1
DL,75,263,4.87,30.5,22,113.0,7.13,4.34,3
WR,75,201,4.47,34.0,16,125.0,7.31,4.46,8
DL,76,320,5.14,29.5,33,102.0,7.72,4.73,3
DL,74,262,4.89,30.0,27,114.0,7.66,4.49,8
CB,71,197,4.52,41.0,14,133.0,7.15,4.27,5
LB,72,234,4.69,33.0,18,111.0,7.38,4.32,8
OL,73,302,5.1,29.5,20,103.0,7.76,4.67,5
LB,75,247,4.66,36.0,21,122.0,6.83,4.32,3
RB,68,205,4.55,39.0,15,123.0,7.09,4.03,8
OL,80,311,5.16,28.0,21,112.0,8.02,4.86,4
CB,73,204,4.39,37.5,20,127.0,6.96,4.21,1
OL,76,307,5.18,30.0,23,110.0,7.45,4.6,3
QB,78,236,4.68,35.5,20,123.0,7.06,4.46,1
RB,71,209,4.62,38.5,18,126.0,7.12,4.4,8
OL,76,308,5.26,33.0,27,105.0,8.41,4.88,6
DL,75,248,4.7,33.0,21,125.0,7.32,4.31,3
WR,73,189,4.43,38.5,15,122.0,7.07,4.21,5
WR,72,196,4.6,32.5,17,114.0,6.92,4.18,7
WR,76,210,4.61,36.5,9,124.0,7.01,4.12,6
TE,76,245,4.66,33.5,21,116.0,7.25,4.28,4
LB,71,224,4.56,33.0,30,120.0,7.17,4.32,5
CB,70,198,4.48,37.0,15,128.0,6.98,4.2,1
CB,73,205,4.44,36.0,22,132.0,7.09,4.18,4
OL,75,309,5.34,32.0,26,108.0,8.14,4.65,5
OL,75,309,5.22,27.0,25,94.0,8.03,4.87,8
OL,77,322,5.07,31.0,27,115.0,7.95,4.74,1
CB,72,187,4.57,35.0,15,122.0,7.07,4.27,7
OL,75,306,5.23,26.0,28,98.0,7.83,5.02,3
CB,74,208,4.58,36.5,10,122.0,6.97,4.22,8
WR,73,193,4.45,35.0,16,120.0,6.87,4.53,1
CB,72,193,4.5,36.5,15,124.0,7.01,4.13,2
WR,76,230,4.58,33.0,14,124.0,6.94,4.37,8
DL,73,316,5.26,26.5,27,101.33,8.21,5.27,8
OL,77,319,5.27,28.5,24,109.0,7.8,4.72,3
RB,70,220,4.68,32.5,13,119.0,7.18,4.21,8
LB,73,243,4.46,39.5,21,136.0,7.08,4.3,2
LB,75,245,4.59,28.0,13,121.0,7.2,4.46,8
TE,76,253,4.71,34.0,21,125.0,7.07,4.19,3
RB,71,212,4.49,31.0,23,121.0,6.95,4.28,4
TE,78,262,4.7,37.0,22,123.0,7.44,4.41,2
WR,74,198,4.5,34.5,11,124.0,6.89,4.17,1
RB,68,221,4.75,28.5,24,112.0,7.22,4.33,8
OL,76,310,5.11,25.5,26,107.0,8.13,4.9,5
QB,74,213,4.95,31.0,17,113.0,7.14,4.4,8
OL,74,327,5.24,30.0,27,108.0,7.94,4.78,3
WR,72,207,4.57,32.0,16,127.0,7.01,4.23,8
QB,76,224,4.74,35.5,19,118.0,7.21,4.52,1
DL,76,289,5.01,29.0,23,111.0,7.39,4.39,4
WR,73,208,4.59,31.5,17,117.0,6.99,4.42,8
QB,75,215,4.58,36.0,18,121.0,7.13,4.52,7
S,72,201,4.63,36.0,19,122.0,6.96,4.2,2
OL,78,306,5.35,26.0,20,106.0,7.87,5.0,5
S,71,209,4.55,36.5,20,124.0,6.94,4.4,6
S,71,190,4.61,35.5,12,133.0,7.09,4.12,8
WR,75,207,4.38,38.5,16,131.0,6.66,4.43,2
OL,77,309,5.13,34.0,26,109.0,7.85,4.73,8
QB,76,231,4.68,33.0,19,117.0,7.25,4.43,8
WR,70,176,4.38,37.0,9,124.0,6.81,4.1,5
QB,76,229,4.89,29.0,19,112.0,7.51,4.64,4
RB,69,223,4.65,33.0,19,114.89,7.21,4.37,3
DL,74,297,5.05,29.0,29,118.0,7.89,4.51,5
OL,75,316,5.3,28.0,19,104.0,7.81,4.68,8
LB,74,241,4.52,38.0,21,129.0,7.24,4.38,1
S,74,227,4.41,34.5,20,124.0,7.13,4.31,3
TE,76,253,4.81,34.0,16,119.0,7.3,4.34,8
CB,73,200,4.45,36.0,16,122.0,6.87,4.21,3
CB,73,205,4.48,41.0,11,135.0,6.97,4.21,1
RB,75,232,4.66,36.0,25,123.0,7.14,4.28,8
LB,74,237,4.88,42.0,15,124.0,7.0,4.32,8
