Pos,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Round
DL,75,308,5.21,27.0,22.0,99.0,8.07,4.82,8
LB,77,280,4.89,29.0,21.0,116.0,,,8
DL,75,257,4.95,32.0,,114.0,7.5,4.62,8
OL,75,313,,,11.0,,,,8
LB,75,236,4.57,36.0,,126.0,,,7
WR,74,198,4.45,36.0,,121.0,7.28,4.62,5
S,73,206,4.6,34.5,24.0,125.0,,,7
OL,75,312,5.27,,25.0,,,,3
RB,70,217,4.58,33.5,,119.0,7.18,4.32,4
DL,75,311,5.18,27.0,21.0,109.0,7.75,4.93,8
CB,74,188,4.64,34.5,,,,,3
QB,76,224,5.0,28.0,,109.0,7.13,4.37,8
DL,75,303,5.04,,21.0,,,,2
S,73,202,,,14.0,,,,3
DL,74,313,4.82,,27.0,,,4.52,7
WR,74,216,4.54,35.0,14.0,124.0,7.08,4.59,4
CB,68,183,4.39,35.5,11.0,124.0,,,8
DL,73,308,4.75,,32.0,,,,6
WR,73,201,4.54,35.5,,,,,8
DL,78,311,5.12,28.0,24.0,111.0,7.95,4.86,2
LB,73,224,,,21.0,,,,4
TE,74,242,4.72,35.5,25.0,115.0,7.15,4.35,3
S,74,213,,,,,,,2
CB,73,205,,,,,,,2
RB,72,247,4.53,41.0,23.0,131.0,7.19,,2
LB,74,242,4.85,31.0,14.0,115.0,,,8
RB,69,209,,,23.0,,,,2
RB,71,213,4.54,38.0,,127.0,,,8
OL,77,306,5.02,29.5,23.0,114.0,,,4
S,73,217,4.49,42.0,17.0,134.0,,,2
OL,78,331,5.52,25.0,21.0,,,,8
WR,70,200,4.39,35.5,,123.0,7.13,4.2,3
LB,75,231,,,,,,,4
QB,78,231,4.89,27.5,,110.0,7.5,4.75,4
WR,75,212,,,,,,,3
RB,67,207,4.6,39.5,15.0,123.0,,,1
S,72,205,4.8,34.0,15.0,125.0,6.87,4.3,8
DL,76,302,5.02,27.5,24.0,,,4.73,3
DL,77,275,5.04,32.5,17.0,117.0,7.34,4.46,2
RB,70,203,4.41,37.0,20.0,125.0,,,3
LS,75,229,5.07,31.0,,112.0,7.43,4.52,6
WR,69,186,4.57,40.0,7.0,,,,8
DL,77,330,5.15,,21.0,,,,4
QB,74,219,5.01,30.0,,111.0,7.27,4.51,5
WR,71,188,4.59,34.0,,118.0,7.14,,8
S,74,203,4.67,35.5,,122.0,,4.27,6
CB,72,197,4.46,35.5,,123.0,6.94,4.36,2
LB,77,235,,,,,,,8
DL,74,304,4.79,,23.0,,7.97,5.01,3
WR,76,223,4.6,36.0,22.0,127.0,7.33,4.55,4
LB,74,234,4.92,32.0,,124.0,6.91,4.13,8
DL,76,263,4.82,36.0,23.0,125.0,,,7
WR,72,228,4.39,35.0,16.0,118.0,,,3
S,70,201,4.6,32.0,17.0,119.0,6.81,4.08,6
DL,75,261,,,25.0,,,,5
CB,70,191,4.48,37.5,17.0,124.0,7.26,,1
QB,74,205,,,,,,,8
CB,73,202,4.62,,13.0,,,,8
DL,75,263,4.87,30.5,22.0,113.0,7.13,4.34,3
DL,77,266,,34.0,20.0,120.0,,,2
CB,69,191,4.29,,21.0,,,,8
WR,75,201,4.47,34.0,,125.0,7.31,4.46,8
CB,73,202,,,11.0,,,,5
DL,76,320,5.14,29.5,33.0,102.0,7.72,,3
DL,74,262,4.89,30.0,27.0,114.0,7.66,4.49,8
WR,69,178,,,15.0,,,,2
CB,71,197,4.52,41.0,14.0,133.0,7.15,4.27,5
OL,76,303,5.5,,33.0,,,,6
LB,72,234,4.69,33.0,18.0,111.0,7.38,4.32,8
OL,73,302,5.1,29.5,20.0,103.0,,,5
LB,75,247,4.66,36.0,,122.0,6.83,4.32,3
RB,68,205,4.55,39.0,15.0,123.0,,4.03,8
S,73,208,,35.5,,117.0,,,4
OL,80,311,5.16,28.0,21.0,112.0,8.02,4.86,4
CB,73,204,4.39,37.5,20.0,127.0,,,1
OL,76,307,5.18,30.0,23.0,110.0,7.45,4.6,3
QB,78,236,4.68,35.5,,123.0,7.06,4.46,1
RB,71,209,4.62,38.5,18.0,126.0,7.12,4.4,8
OL,76,308,5.26,33.0,27.0,105.0,8.41,4.88,6
WR,76,216,,,,,,,2
DL,75,248,4.7,33.0,,125.0,7.32,4.31,3
WR,73,189,4.43,38.5,,122.0,7.07,4.21,5
WR,72,196,4.6,32.5,17.0,114.0,,,7
CB,70,190,,,21.0,,,,8
DL,75,248,4.89,28.0,,113.0,,,8
WR,76,210,4.61,36.5,9.0,124.0,7.01,4.12,6
P,70,196,,,,,,,7
CB,70,195,4.48,,12.0,,,,4
TE,76,245,4.66,33.5,21.0,116.0,7.25,4.28,4
LB,71,224,4.56,33.0,30.0,120.0,,,5
OL,77,323,,,,,,,2
QB,73,222,4.59,35.0,,125.0,,,2
CB,70,198,4.48,37.0,15.0,128.0,,,1
S,74,213,4.52,,,,,,7
DL,74,308,5.07,,22.0,,8.03,,4
CB,73,205,4.44,36.0,22.0,132.0,7.09,4.18,4
WR,71,188,4.27,42.0,,131.0,,,1
OL,75,309,5.34,32.0,,108.0,8.14,4.65,5
OL,75,309,5.22,27.0,25.0,94.0,8.03,4.87,8
OL,77,322,5.07,31.0,27.0,115.0,7.95,,1
CB,72,187,4.57,35.0,,122.0,7.07,4.27,7
OL,75,306,5.23,26.0,28.0,98.0,7.83,5.02,3
CB,74,208,4.58,36.5,10.0,122.0,,,8
WR,73,197,4.5,36.0,,117.0,,,8
WR,73,202,4.43,37.5,,126.0,,,1
WR,73,200,,,,,,,2
LB,74,256,,,,,,,3
WR,75,215,4.72,29.0,,119.0,,,7
WR,73,193,4.45,35.0,,120.0,,4.53,1
WR,78,222,,,17.0,,,,5
CB,72,193,4.5,36.5,15.0,124.0,7.01,4.13,2
WR,76,230,4.58,33.0,14.0,124.0,6.94,4.37,8
WR,73,206,,,,,,,5
LB,73,227,,,18.0,,,,7
DL,73,316,5.26,26.5,,,8.21,5.27,8
S,71,198,,,,,,,3
OL,77,319,5.27,28.5,24.0,109.0,,,3
RB,70,220,4.68,32.5,13.0,119.0,7.18,4.21,8
S,71,220,4.64,34.5,18.0,,,,6
LB,73,243,4.46,39.5,21.0,136.0,7.08,4.3,2
WR,73,227,4.58,,17.0,,,,2
S,69,203,4.45,36.0,,124.0,,,2
LB,75,245,4.59,28.0,13.0,121.0,7.2,4.46,8
DL,76,268,,,,,,,5
TE,76,253,4.71,34.0,21.0,125.0,7.07,4.19,3
RB,71,212,4.49,31.0,23.0,121.0,6.95,4.28,4
CB,73,202,,36.0,,126.0,,,7
OL,75,337,,,,,,,4
DL,77,324,,,,,,,1
TE,78,262,4.7,37.0,,123.0,7.44,4.41,2
WR,74,198,4.5,34.5,11.0,124.0,,,1
RB,72,215,4.65,34.0,,125.0,,,8
RB,68,221,4.75,28.5,24.0,112.0,,,8
OL,76,310,5.11,25.5,,107.0,8.13,4.9,5
QB,74,213,4.95,31.0,,113.0,7.14,4.4,8
OL,74,327,5.24,30.0,27.0,108.0,,,3
LB,77,262,,37.0,,124.0,,,3
WR,72,207,4.57,32.0,16.0,127.0,,,8
QB,76,224,4.74,35.5,,118.0,7.21,4.52,1
QB,78,224,,,,,,,6
DL,76,289,5.01,29.0,23.0,111.0,7.39,4.39,4
WR,73,208,4.59,31.5,,117.0,,4.42,8
LB,75,241,,,,,,,8
DL,75,293,4.83,,31.0,,7.37,,3
P,71,198,4.83,31.0,,111.0,7.03,4.13,6
LB,75,240,,,,,,,5
QB,75,215,4.58,36.0,,121.0,7.13,4.52,7
RB,68,208,4.44,29.5,,116.0,,,4
TE,77,242,,,18.0,,,,8
S,72,201,4.63,36.0,19.0,122.0,,,2
OL,78,306,5.35,26.0,20.0,106.0,7.87,5.0,5
S,71,209,4.55,36.5,20.0,124.0,6.94,4.4,6
S,71,190,4.61,35.5,12.0,133.0,7.09,4.12,8
WR,75,207,4.38,38.5,16.0,131.0,6.66,4.43,2
OL,77,309,5.13,34.0,26.0,109.0,7.85,4.73,8
K,71,182,,,,,,,8
QB,76,231,4.68,33.0,,117.0,7.25,4.43,8
WR,70,176,4.38,37.0,9.0,124.0,,,5
QB,76,229,4.89,29.0,,112.0,7.51,4.64,4
TE,74,250,,,,,,,8
RB,69,223,4.65,33.0,19.0,,,4.37,3
DL,74,297,5.05,29.0,29.0,118.0,7.89,4.51,5
OL,75,316,5.3,28.0,19.0,104.0,7.81,4.68,8
LB,74,241,4.52,38.0,21.0,129.0,,,1
S,74,227,4.41,34.5,20.0,124.0,,,3
OL,75,315,,,44.0,,,,6
OL,78,315,,,,,,,3
TE,76,253,4.81,34.0,16.0,119.0,7.3,4.34,8
CB,73,200,4.45,36.0,,122.0,6.87,4.21,3
CB,73,205,4.48,41.0,11.0,135.0,,,1
DL,76,252,,,27.0,,,,3
TE,77,258,4.49,,,,,,4
RB,75,232,4.66,36.0,25.0,123.0,,4.28,8
LB,74,237,4.88,42.0,15.0,124.0,7.0,4.32,8
OL,75,344,,,26.0,,,,6
WR,71,203,4.48,37.5,18.0,123.0,7.0,4.35,5
WR,74,209,4.57,26.5,12.0,112.0,6.94,4.23,8
TE,79,252,4.77,32.5,18.0,109.0,7.15,4.46,4
WR,76,225,4.48,36.0,15.0,132.0,7.28,4.38,6
QB,73,212,4.71,31.0,,116.0,7.14,4.5,8
OL,79,318,5.06,30.0,26.0,113.0,8.01,4.92,3
P,73,213,4.69,34.0,13.0,,,,8
DL,73,318,,25.5,23.0,,,4.93,6
WR,74,212,4.48,44.5,,139.0,,,6
RB,71,216,4.62,35.0,22.0,118.0,7.13,4.31,4
WR,69,186,4.63,36.0,10.0,122.0,7.12,4.31,7
LB,75,229,4.66,39.0,,126.0,7.38,4.33,3
RB,68,209,4.56,30.0,29.0,114.0,7.4,4.53,8
OL,77,331,5.37,25.0,22.0,93.0,8.17,5.11,3
CB,72,183,4.59,33.5,,123.0,7.02,,8
LB,71,235,,,,,,,8
TE,76,257,4.96,,23.0,,,,8
OL,76,306,4.91,29.5,24.0,110.0,7.76,4.62,5
WR,76,223,4.52,36.5,13.0,121.0,6.96,4.14,2
CB,71,193,4.4,35.5,13.0,119.0,6.94,4.26,4
WR,71,201,,34.5,20.0,,7.27,4.4,6
LB,72,234,4.74,31.0,23.0,120.0,,,4
LB,72,229,4.5,35.0,18.0,125.0,,,1
WR,71,206,4.47,42.0,17.0,138.0,7.31,4.46,1
WR,72,224,4.47,38.0,21.0,123.0,,,5
S,73,202,4.54,34.0,15.0,130.0,,,8
CB,70,187,4.49,36.5,20.0,129.0,6.95,3.97,4
DL,74,262,4.97,30.5,20.0,106.0,7.33,4.7,8
DL,74,297,4.84,30.0,20.0,114.0,,,8
CB,68,187,,,,,,,4
DL,75,264,4.69,35.5,25.0,119.0,7.32,4.32,5
RB,69,219,4.64,40.0,24.0,125.0,7.03,4.19,8
WR,76,208,4.51,35.5,17.0,124.0,7.13,4.48,8
OL,75,307,5.08,33.0,28.0,113.0,7.91,4.64,1
OL,76,306,5.08,30.5,24.0,107.0,7.57,4.69,6
LB,74,236,4.69,35.0,21.0,121.0,7.38,4.41,7
CB,73,187,4.65,,,,,,8
CB,69,185,4.42,,17.0,,,,4
DL,75,261,4.83,31.5,28.0,115.0,,,8
LB,76,238,4.39,39.0,,132.0,,,1
OL,76,321,5.24,30.0,34.0,107.0,8.03,4.87,4
P,74,213,5.09,,,,,,8
DL,76,265,4.6,32.0,28.0,123.0,7.35,4.52,7
S,72,192,4.37,41.0,12.0,131.0,,,4
QB,76,235,4.81,28.5,,108.0,7.26,4.48,7
OL,78,312,5.03,27.5,27.0,106.0,,5.08,8
OL,78,317,5.3,26.0,,104.0,8.0,4.83,4
OL,76,313,,,37.0,,,,6
WR,72,212,,35.0,15.0,117.0,,,8
S,70,207,4.62,33.5,12.0,116.0,,,7
LB,75,238,4.74,29.0,,113.0,,4.49,5
DL,76,275,4.89,31.0,26.0,113.0,7.45,4.37,5
TE,77,248,4.66,36.5,,123.0,7.51,4.62,7
WR,72,197,4.46,36.5,16.0,124.0,7.05,4.26,6
RB,68,212,4.48,35.5,,121.0,,,2
QB,72,217,,,,,,,1
TE,74,240,4.75,36.5,18.0,121.0,7.0,4.27,8
OL,80,308,5.09,25.0,21.0,116.0,7.77,4.79,8
LB,76,267,,,,,,,2
LB,72,228,4.49,35.0,21.0,127.0,6.96,4.26,3
RB,65,185,4.61,34.5,19.0,118.0,7.0,4.15,8
RB,70,226,4.39,36.0,17.0,123.0,7.01,4.24,2
RB,73,217,4.57,34.0,15.0,123.0,,4.34,8
CB,73,195,4.42,34.5,15.0,129.0,,,1
OL,77,315,5.22,30.5,21.0,109.0,7.58,4.66,1
S,70,215,4.51,37.0,24.0,125.0,,,5
WR,69,170,4.45,36.5,,125.0,,,8
CB,72,192,4.48,34.0,,127.0,,,7
OL,77,317,5.57,27.0,23.0,97.0,8.07,4.98,8
LB,76,250,4.62,39.0,17.0,126.0,7.08,4.21,7
P,73,191,4.75,,,,,,8
TE,77,255,4.8,34.5,18.0,114.0,6.78,4.27,3
P,72,226,4.79,34.5,25.0,108.0,,4.72,8
DL,76,251,4.79,33.5,24.0,120.0,6.87,4.34,7
LB,73,245,,,18.0,,,,2
RB,70,214,4.51,32.0,,117.0,,,3
WR,76,198,4.6,35.0,9.0,128.0,7.1,,8
CB,70,191,4.44,39.5,22.0,133.0,7.14,4.28,5
LB,75,230,4.65,33.0,20.0,122.0,7.09,4.25,4
S,71,206,4.53,38.0,18.0,133.0,6.76,4.15,4
OL,77,308,,,,,,,6
RB,69,226,,,16.0,,,,8
DL,74,305,,,23.0,,,,5
WR,72,185,4.35,36.5,,125.0,7.28,4.36,6
LB,74,265,,32.5,,116.0,7.0,4.27,5
LB,74,237,4.76,32.0,15.0,117.0,7.02,4.21,6
WR,75,217,4.66,35.5,,120.0,7.19,4.52,8
TE,75,247,4.88,31.0,,112.0,7.37,4.43,8
DL,75,264,4.87,32.5,32.0,119.0,7.39,,7
OL,74,304,5.23,25.5,23.0,102.0,7.88,4.76,8
DL,76,308,5.04,25.5,17.0,101.0,7.72,4.78,8
OL,76,312,5.05,34.5,,113.0,,4.84,1
OL,78,350,5.32,29.0,26.0,110.0,8.26,5.07,1
LB,74,241,4.63,32.0,21.0,121.0,7.07,4.27,3
DL,76,290,4.9,28.5,21.0,111.0,7.47,4.44,6
OL,77,320,4.85,36.5,24.0,121.0,7.65,4.68,1
LS,76,235,4.76,26.0,,120.0,7.12,4.28,8
TE,77,244,4.78,34.5,21.0,120.0,7.18,4.46,6
DL,77,258,4.73,34.5,20.0,123.0,7.25,4.44,4
TE,76,261,4.92,35.0,,119.0,,,8
LB,74,230,4.79,33.5,16.0,114.0,7.34,4.37,8
DL,77,264,,,,,,,1
DL,75,264,4.64,33.0,29.0,127.0,,,3
WR,74,210,4.59,39.0,,132.0,7.04,4.38,8
CB,73,198,4.45,36.5,18.0,121.0,6.69,4.13,3
TE,75,250,5.14,28.5,,111.0,7.65,5.13,8
RB,67,179,4.63,36.0,11.0,113.0,7.04,4.38,8
OL,76,314,5.28,29.5,27.0,105.0,7.9,4.83,7
DT,77,295,5.35,28.5,28.0,100.0,8.16,4.68,8
OL,78,314,5.49,29.0,15.0,105.0,7.0,5.1,8
DB,68,180,4.51,35.5,18.0,125.0,7.1,4.31,8
WR,68,155,4.42,33.0,,117.0,6.89,4.14,2
OL,75,307,5.19,30.0,28.0,100.0,8.15,4.91,8
WR,72,210,4.44,39.5,21.0,129.0,7.42,4.41,8
OL,79,308,5.2,27.5,28.0,106.0,7.77,4.7,4
OL,77,325,5.32,31.0,24.0,100.0,7.69,4.89,2
OL,73,298,5.12,27.5,22.0,103.0,7.5,4.7,8
DL,76,310,4.93,,,,,,2
DE,72,238,4.57,37.0,29.0,119.0,,4.27,4
DL,75,274,4.64,34.0,20.0,122.0,7.13,4.25,2
WR,72,190,4.39,36.0,,123.0,,,1
TE,77,250,4.84,31.5,19.0,120.0,6.85,4.35,8
LS,71,240,5.27,26.0,14.0,100.0,7.65,4.56,8
LB,70,220,4.78,31.0,18.0,106.0,7.34,4.58,8
OL,75,324,5.55,24.5,25.0,101.0,8.21,4.93,8
TE,76,250,4.78,31.5,,119.0,,4.2,8
WR,74,213,4.54,40.0,15.0,132.0,6.91,4.26,8
WR,69,182,4.55,32.0,17.0,124.0,6.9,4.31,8
DL,76,327,5.46,29.0,,99.0,8.21,5.15,8
LB,71,237,4.6,32.0,24.0,,7.4,4.5,2
QB,72,211,4.65,32.5,,115.0,6.99,4.19,4
CB,69,180,4.38,36.5,16.0,126.0,6.77,4.03,8
LB,72,229,4.98,32.5,15.0,109.0,7.17,4.29,8
OL,77,322,5.12,31.0,,,,,5
RB,71,213,4.7,32.5,6.0,98.0,7.22,4.38,8
DL,77,291,4.88,32.0,24.0,110.0,7.69,4.58,8
OLB,75,252,4.74,34.5,,119.0,7.14,4.26,7
S,71,197,4.55,38.0,20.0,120.0,7.05,4.22,6
RB,70,218,4.62,34.5,17.0,118.0,7.51,4.48,6
LB,72,235,4.76,32.5,24.0,118.0,7.38,4.4,5
DL,74,304,5.08,30.0,27.0,101.0,7.63,4.72,8
DB,70,191,4.55,36.0,15.0,118.0,6.85,4.18,8
DE,76,270,5.01,31.0,25.0,115.0,7.19,4.5,8
CB,71,175,4.57,32.5,,124.0,7.37,4.32,8
OL,75,344,,27.0,,,,,6
WR,72,189,4.46,35.0,18.0,128.0,6.87,4.35,3
CB,69,185,4.61,35.5,17.0,116.0,7.08,4.23,8
CB,69,185,4.42,38.0,13.0,123.0,7.11,4.27,4
WR,71,197,4.51,38.5,20.0,127.0,6.88,4.17,4
LB,74,245,4.58,40.0,23.0,130.0,6.78,4.23,3
OL,74,194,,32.5,11.0,121.0,6.77,4.3,8
LB,73,221,4.81,31.5,14.0,116.0,7.31,4.43,8
CB,70,183,4.56,33.5,14.0,123.0,7.55,4.51,8
S,71,197,4.73,35.5,8.0,124.0,7.21,4.26,8
LS,69,203,5.3,30.0,12.0,102.0,7.51,4.74,8
OL,77,303,5.49,26.0,22.0,100.0,8.22,4.97,8
CB,72,196,4.58,34.0,,129.0,6.99,4.1,4
WR,73,226,4.48,39.5,29.0,125.0,7.0,4.14,8
OL,76,336,5.62,22.0,,93.0,8.34,5.15,8
DL,74,287,5.46,25.0,,98.0,7.96,5.02,8
DB,73,193,4.4,34.5,12.0,124.0,7.15,4.45,2
K,72,175,,,,,,,8
OT,76,317,,,,,,,2
FB,72,229,4.86,35.5,24.0,112.0,7.21,4.38,8
RB,67,201,4.5,34.0,16.0,119.0,6.81,3.98,4
TE,74,250,5.18,28.5,15.0,106.0,7.83,4.72,8
WR,72,201,4.34,41.0,,132.0,6.96,3.99,1
WR,73,204,4.78,34.5,11.0,119.0,6.78,4.2,8
P,74,209,,,,,,,8
CB,69,191,4.57,33.0,12.0,116.0,7.37,4.32,8
OL,78,343,5.05,28.0,30.0,102.0,,4.88,3
LB,74,240,4.72,,26.0,,7.46,4.35,8
WR,76,215,4.43,37.5,14.0,125.0,6.78,4.29,3
LB,76,259,4.67,35.0,19.0,122.0,,4.36,1
P,74,195,,,,,,,8
DE,74,253,4.69,33.0,28.0,108.0,6.99,4.31,7
OL,77,314,4.87,30.0,36.0,117.0,7.35,4.39,2
S,71,230,,28.5,,,,,8
LB,75,232,,,,,,,4
WR,74,198,4.77,30.5,4.0,122.0,6.92,4.45,8
LB,73,209,4.38,39.0,24.0,133.0,7.14,4.0,8
K,73,193,,,,,,,8
TE,73,245,4.7,32.5,14.0,113.0,7.19,4.45,8
S,69,182,4.55,35.0,12.0,116.0,6.7,4.13,8
OL,74,307,5.25,27.0,31.0,102.0,7.63,4.68,8
OL,77,316,5.45,24.0,15.0,102.0,8.07,4.84,8
LB,73,227,,,,,,,8
C,75,299,5.11,33.0,33.0,109.0,7.33,4.52,4
DB,71,195,4.62,31.0,11.0,119.0,7.02,4.12,8
WR,72,201,4.56,34.5,19.0,117.0,7.05,4.25,6
WR,67,174,4.47,35.5,,122.0,6.66,3.98,4
RB,71,198,4.71,30.0,14.0,117.0,7.4,4.53,8
TE,78,245,4.58,37.5,17.0,117.0,6.95,4.19,8
LB,75,234,4.47,42.0,,132.0,,,1
DB,70,202,,39.5,17.0,128.0,,,5
OL,75,315,,,25.0,,,,3
DB,75,226,4.42,34.0,19.0,126.0,7.12,4.4,3
RB,67,189,4.56,27.5,13.0,110.0,7.25,4.57,8
OL,76,312,5.32,27.0,19.0,106.0,7.64,4.85,8
DE,73,262,4.87,34.5,28.0,115.0,7.25,4.35,6
LS,75,234,5.48,24.5,,98.0,7.88,4.95,8
RB,71,228,4.58,39.5,19.0,120.0,7.2,4.27,8
P,72,196,,,,,,,8
WR,75,216,4.81,33.0,16.0,122.0,7.07,4.41,8
DB,71,189,4.39,35.5,13.0,127.0,6.93,4.21,8
DB,71,198,4.52,41.5,,132.0,6.94,4.33,8
WR,75,225,4.55,36.5,,125.0,6.93,4.42,8
OL,78,321,5.42,24.5,18.0,104.0,8.82,4.87,8
DB,70,179,4.34,42.5,13.0,136.0,6.84,4.12,8
QB,73,220,4.84,36.5,,114.0,7.15,4.44,6
OL,78,306,,26.5,33.0,105.0,7.53,4.58,2
LB,74,228,4.58,37.5,14.0,126.0,7.15,4.35,8
WR,68,190,4.38,35.0,,124.0,6.93,4.22,2
LB,73,233,4.87,35.0,,121.0,7.25,4.47,8
RB,70,215,4.45,33.5,18.0,128.0,,,1
RB,71,211,4.5,40.5,20.0,127.0,6.83,4.12,6
DL,75,280,5.35,24.5,22.0,100.0,8.58,5.15,8
DT,75,287,,,,,,,8
OL,77,311,5.2,33.0,28.0,105.0,7.14,4.8,8
TE,77,251,4.79,36.5,22.0,118.0,7.14,4.36,5
WR,75,222,4.44,34.5,16.0,120.0,6.78,4.26,5
RB,68,189,4.55,,,,,,6
OT,75,306,5.19,31.0,24.0,105.0,7.75,4.9,8
QB,74,227,4.45,,,,,,1
LB,72,222,4.64,34.0,17.0,114.0,7.15,4.48,5
LB,75,240,4.91,31.5,20.0,110.0,7.0,4.47,8
WR,73,208,4.43,35.0,,,7.09,4.26,4
DB,72,197,4.85,28.5,,110.0,7.44,4.45,8
S,71,206,4.42,39.0,21.0,132.0,6.91,4.23,5
OL,80,307,5.14,27.5,25.0,103.0,7.47,4.65,6
QB,78,234,4.61,32.5,,117.0,7.16,4.22,8
TE,77,251,,,26.0,,,,2
OL,78,309,5.37,31.0,24.0,115.0,7.77,4.53,7
RB,70,204,4.49,38.0,22.0,122.0,6.71,4.12,7
WR,72,188,4.45,31.0,9.0,121.0,7.07,4.39,8
LB,71,228,4.83,31.5,27.0,107.0,7.23,4.4,8
CB,72,186,4.47,36.0,13.0,130.0,7.05,4.37,8
DL,76,269,4.79,36.0,,119.0,7.52,4.65,3
DB,72,186,4.44,35.5,13.0,118.0,6.88,4.25,6
DL,75,292,4.89,32.5,32.0,113.0,7.31,4.68,5
DB,71,197,4.49,34.5,12.0,129.0,6.78,4.27,2
TE,75,240,4.55,35.0,15.0,115.0,6.83,4.37,5
OL,73,305,4.89,35.5,25.0,119.0,7.79,4.67,3
WR,76,220,4.49,35.0,15.0,118.0,6.98,4.28,8
RB,71,217,4.64,33.5,17.0,115.0,7.08,4.32,8
OL,76,306,5.2,27.5,32.0,104.0,7.58,4.63,3
CB,71,188,4.47,38.5,16.0,132.0,7.07,4.28,4
DB,72,200,4.6,35.0,18.0,118.0,6.93,4.4,6
DB,71,186,,,22.0,,,,8
OL,72,238,5.15,29.5,15.0,108.0,7.37,4.68,8
WR,73,205,4.61,37.5,12.0,124.0,6.96,4.5,8
OL,75,310,5.46,27.0,26.0,97.0,8.06,5.03,8
OL,78,300,5.05,30.5,16.0,105.0,7.7,4.54,8
TE,76,250,5.19,29.0,,105.0,7.2,4.53,8
WR,77,219,4.39,40.5,15.0,133.0,6.54,4.31,8
WR,68,170,4.77,30.5,8.0,109.0,7.37,4.5,8
P,71,263,,,14.0,,,,8
K,75,233,,,,,,,8
TE,76,242,4.98,29.5,16.0,112.0,7.65,4.44,8
RB,68,183,4.46,36.0,,116.0,6.98,4.23,8
DL,75,253,4.71,32.5,26.0,119.0,7.17,4.29,5
OL,76,310,5.5,26.0,21.0,105.0,7.66,4.69,8
RB,67,220,4.65,32.0,26.0,118.0,7.22,4.59,8
RB,68,210,4.46,33.0,22.0,115.0,6.96,4.31,6
OL,79,300,,27.0,29.0,107.0,7.76,4.81,8
DL,75,283,,,,,,,8
RB,70,214,4.51,36.0,22.0,122.0,7.13,4.35,7
OL,75,319,5.5,,,,,,6
LB,72,229,4.81,34.5,27.0,114.0,7.2,4.34,8
DB,71,196,4.48,40.5,17.0,135.0,6.85,4.17,8
DL,72,248,4.73,38.5,26.0,127.0,7.16,4.67,8
S,72,207,4.48,35.5,19.0,126.0,,4.14,2
DB,72,205,4.39,41.5,19.0,133.0,,,1
DT,76,313,5.23,30.5,20.0,103.0,7.87,4.85,8
RB,72,210,4.48,36.0,20.0,120.0,7.24,4.26,4
DE,74,258,4.93,32.5,,110.0,7.03,4.28,7
OL,76,313,5.27,28.5,22.0,98.0,8.05,4.79,4
LB,72,227,5.02,28.5,24.0,104.0,7.37,4.84,8
OL,76,302,5.11,33.0,29.0,112.0,7.5,4.49,2
WR,72,218,4.53,46.5,24.0,134.0,7.1,4.38,8
OL,78,321,5.2,25.0,,103.0,7.7,,8
RB,71,218,4.41,36.0,18.0,123.0,7.15,4.37,8
C,73,293,,31.0,,,,,8
DE,74,254,4.68,29.0,25.0,118.0,7.45,4.51,6
WR,78,219,4.68,33.5,,123.0,7.81,4.53,8
DB,70,208,4.53,34.5,20.0,120.0,6.95,4.33,8
OL,77,298,,30.5,25.0,112.0,7.5,4.51,5
DB,70,184,4.47,35.0,19.0,124.0,7.19,4.27,8
RB,70,206,4.57,31.0,13.0,115.0,7.38,4.38,7
OL,77,317,5.01,32.5,36.0,106.0,7.72,4.66,2
OL,74,289,5.37,27.5,,107.0,,,8
DL,75,288,5.22,28.0,25.0,103.0,7.56,4.81,8
DL,74,296,5.12,27.5,21.0,113.0,7.7,4.66,8
DB,74,205,4.58,35.0,17.0,122.0,7.22,4.41,5
RB,68,209,4.61,35.5,22.0,115.0,7.16,4.4,8
DE,72,280,,29.0,27.0,103.0,7.18,4.51,8
DE,78,240,4.59,35.0,16.0,119.0,6.97,4.41,7
DE,75,270,4.89,27.5,22.0,108.0,,,8
RB,66,198,4.67,28.0,23.0,112.0,7.39,4.65,8
LB,73,230,4.65,38.5,,,,,3
QB,74,217,4.72,32.0,,116.0,7.04,4.39,1
DT,75,313,5.42,25.0,20.0,100.0,,4.9,8
DL,76,261,4.85,31.5,22.0,107.0,,,3
OL,76,319,5.36,,,,,,8
TE,74,247,4.64,31.0,17.0,116.0,,,5
DB,71,197,4.34,35.0,,128.0,7.21,4.22,2
WR,74,205,4.4,39.0,19.0,125.0,,,8
DB,70,180,4.45,35.0,12.0,124.0,6.95,4.13,8
CB,70,192,4.49,34.5,13.0,121.0,7.08,4.21,8
CB,69,185,4.36,35.5,8.0,117.0,,,7
TE,76,243,4.83,31.0,21.0,113.0,7.28,4.54,8
DL,76,306,5.17,27.0,27.0,99.0,,,8
K,74,189,,,,,,,8
DB,71,208,4.56,38.0,20.0,123.0,7.13,4.15,8
CB,72,197,4.52,33.0,10.0,116.0,7.06,4.25,8
LS,72,235,5.16,31.5,,110.0,7.65,4.65,8
RB,70,215,4.67,35.0,23.0,112.0,7.19,4.39,8
OL,79,301,5.27,24.0,12.0,99.0,8.01,4.85,8
DE,74,249,,,,,,,3
OL,77,309,,,,,,,8
WR,72,193,4.6,35.5,11.0,118.0,7.03,4.28,8
TE,76,247,4.73,36.0,19.0,123.0,7.36,4.43,8
