train_logloss,val_logloss,train_accuracy,val_accuracy
1.9156001671508927,1.9321458483465874,0.3540489642184557,0.35161290322580646
1.8896115815925836,1.8971860478872704,0.35108958837772397,0.34946236559139787
1.8640771839534194,1.8999181500206148,0.36238902340597257,0.3548387096774194
1.8625824835268066,1.8839112683592336,0.3605057842345978,0.36129032258064514
1.8337545682503626,1.8664951379878458,0.36185095507129406,0.35913978494623655
1.8486099574884742,1.8879104694470528,0.36077481840193704,0.35698924731182796
1.8510722263949198,1.877891885507141,0.3591606133979015,0.34838709677419355
1.8379453538642303,1.8678329896524217,0.3648103309120258,0.35698924731182796
1.8457188981190136,1.8819196113681151,0.3588915792305623,0.3548387096774194
1.8236399304434388,1.8699531330556054,0.3634651600753296,0.3548387096774194
1.8200071904859443,1.8573426105260986,0.37261232176486414,0.3709677419354839
1.8130394168210124,1.8533241133064973,0.3661555017487221,0.3688172043010753
1.7903425052952524,1.8254348526992779,0.37072908259348936,0.3720430107526882
1.7848783572441949,1.8379337368892021,0.3739574926015604,0.36774193548387096
1.7905216427483253,1.834433128980073,0.37422652676889967,0.3774193548387097
1.7783610864844224,1.8166117083062667,0.3723432875975249,0.37311827956989246
1.7853045614238277,1.8312722726343174,0.3718052192628464,0.34946236559139787
1.8238943638636147,1.8571321870567679,0.3591606133979015,0.35053763440860214
1.7837180787026112,1.8240732683310465,0.3696529459241324,0.3763440860215054
1.7839081491059938,1.825693223815411,0.3744955609362389,0.3634408602150538
1.7694812914494844,1.8072472525478138,0.37691686844229216,0.36989247311827955
1.803601902776693,1.8443450883393544,0.3728813559322034,0.36989247311827955
1.7691775106297614,1.796710049962476,0.3779930051116492,0.3817204301075269
1.7723705776439505,1.8129427154751074,0.3822975517890772,0.38064516129032255
1.7642800649423764,1.8082360231410939,0.3812214151197202,0.3774193548387097
1.7548216361238953,1.8063951454162623,0.3847188592951305,0.37526881720430105
1.760538911391224,1.814988060524592,0.37987624428302397,0.3688172043010753
1.7705851781144333,1.8096513481981027,0.37261232176486414,0.3655913978494624
1.7698534400047916,1.8138159630627988,0.38256658595641646,0.3720430107526882
1.7716256205512226,1.8343404272991402,0.3836427226257735,0.3688172043010753
1.757530437880786,1.8056372309270818,0.3836427226257735,0.37311827956989246
1.7688154960157316,1.8087174434365063,0.37933817594834546,0.3709677419354839
1.7663340196708295,1.8128344894948065,0.3790691417810062,0.3741935483870968
