accuracy,loss,val_accuracy,val_loss
0.21280603110790253,2.444204092025757,0.34623655676841736,2.0140511989593506
0.33629271388053894,1.9750702381134033,0.4139784872531891,1.7429059743881226
0.3957492709159851,1.769907832145691,0.4473118185997009,1.6091136932373047
0.4196932911872864,1.670519232749939,0.45913979411125183,1.5356696844100952
0.4417541027069092,1.5980684757232666,0.48279568552970886,1.4770563840866089
0.45009416341781616,1.536641240119934,0.4978494644165039,1.4348597526550293
0.46973365545272827,1.488724708557129,0.5139784812927246,1.3965555429458618
0.47780469059944153,1.4588994979858398,0.5139784812927246,1.3664804697036743
0.4834544062614441,1.437705159187317,0.5161290168762207,1.3467447757720947
0.49502286314964294,1.402665615081787,0.522580623626709,1.3253151178359985
0.4917944669723511,1.3878532648086548,0.5290322303771973,1.3131277561187744
0.4942157566547394,1.3718507289886475,0.5301074981689453,1.3004051446914673
0.5044390559196472,1.3503998517990112,0.5333333611488342,1.2909563779830933
0.5160075426101685,1.3338741064071655,0.5365591645240784,1.282333493232727
0.5065913200378418,1.3362067937850952,0.5290322303771973,1.2804678678512573
0.5160075426101685,1.3212270736694336,0.5333333611488342,1.2726186513900757
0.5100888013839722,1.319267988204956,0.5333333611488342,1.268062949180603
0.5087435841560364,1.3201626539230347,0.5344086289405823,1.2662124633789062
0.5152004361152649,1.2998597621917725,0.5451613068580627,1.2631375789642334
0.5173527002334595,1.2958769798278809,0.5430107712745667,1.2587239742279053
0.5189669132232666,1.2862515449523926,0.5451613068580627,1.2547417879104614
0.5221953392028809,1.2721775770187378,0.5440860390663147,1.2538686990737915
0.5294592380523682,1.2733546495437622,0.5451613068580627,1.2518736124038696
0.5259618163108826,1.2763259410858154,0.5430107712745667,1.2529391050338745
0.5388754606246948,1.2536203861236572,0.5419355034828186,1.2486038208007812
0.5407586693763733,1.2514972686767578,0.5333333611488342,1.2489328384399414
0.5313425064086914,1.2483243942260742,0.5451613068580627,1.2445000410079956
0.5340328216552734,1.2450309991836548,0.5430107712745667,1.2395517826080322
0.5386064052581787,1.2454906702041626,0.5451613068580627,1.2409156560897827
0.5343018770217896,1.2446554899215698,0.5440860390663147,1.239059329032898
0.5442560911178589,1.232451319694519,0.5462365746498108,1.2478071451187134
0.536185085773468,1.2329528331756592,0.5430107712745667,1.2411049604415894
0.5493677854537964,1.234025001525879,0.5430107712745667,1.2401626110076904
0.5394135117530823,1.2235651016235352,0.5473118424415588,1.2368165254592896
0.5377992987632751,1.2251880168914795,0.5494623780250549,1.2373424768447876
0.5364541411399841,1.222470760345459,0.550537645816803,1.2384740114212036
0.5399515628814697,1.224570393562317,0.5451613068580627,1.2339122295379639
0.5461393594741821,1.2183127403259277,0.5387097001075745,1.2367405891418457
0.5461393594741821,1.2195247411727905,0.5526881814002991,1.2368760108947754
0.5485606789588928,1.2184795141220093,0.5526881814002991,1.236509919166565
0.5415657758712769,1.2062427997589111,0.5526881814002991,1.2342650890350342
0.5453322529792786,1.2075560092926025,0.550537645816803,1.2345705032348633
0.5579768419265747,1.1930172443389893,0.5430107712745667,1.2318185567855835
0.5550174713134766,1.1992982625961304,0.5440860390663147,1.2337453365325928
0.5450631976127625,1.196001648902893,0.5462365746498108,1.232194185256958
0.5520581007003784,1.1882030963897705,0.5473118424415588,1.2322697639465332
0.554210364818573,1.1857402324676514,0.5494623780250549,1.2332537174224854
0.561205267906189,1.1989760398864746,0.5548387169837952,1.2335669994354248
0.5534032583236694,1.1809093952178955,0.5591397881507874,1.2274831533432007
0.543179988861084,1.1980957984924316,0.5526881814002991,1.2300999164581299
