accuracy,loss,val_accuracy,val_loss
0.30347055196762085,1.994459629058838,0.3698924779891968,1.8722360134124756
0.3567393124103546,1.883299469947815,0.3698924779891968,1.8422133922576904
0.3591606020927429,1.8603506088256836,0.37204301357269287,1.826977252960205
0.3650793731212616,1.838584542274475,0.37419354915618896,1.8163169622421265
0.3637341856956482,1.8314517736434937,0.3774193525314331,1.808755874633789
0.36830776929855347,1.8178424835205078,0.37849462032318115,1.8032046556472778
0.37772396206855774,1.8014516830444336,0.3795698881149292,1.7976797819137573
0.3709981143474579,1.801801085472107,0.3817204236984253,1.7942912578582764
0.37799301743507385,1.790216088294983,0.37849462032318115,1.7919559478759766
0.3734194338321686,1.789348840713501,0.3817204236984253,1.7920607328414917
0.3782620429992676,1.7849870920181274,0.38064515590667725,1.7894231081008911
0.376109778881073,1.7819536924362183,0.38064515590667725,1.789016842842102
0.3771859109401703,1.7790988683700562,0.3795698881149292,1.7900595664978027
0.38014528155326843,1.7700753211975098,0.38494622707366943,1.7871607542037964
0.3820285201072693,1.7710952758789062,0.38064515590667725,1.7890214920043945
0.3820285201072693,1.7630833387374878,0.38064515590667725,1.7900103330612183
0.3796072006225586,1.7648836374282837,0.37849462032318115,1.7913352251052856
0.3771859109401703,1.7622238397598267,0.37634408473968506,1.7933176755905151
0.37933817505836487,1.758548378944397,0.3838709592819214,1.7910468578338623
0.3771859109401703,1.752877950668335,0.38064515590667725,1.7906304597854614
0.380952388048172,1.751697063446045,0.3838709592819214,1.7905323505401611
0.3882163166999817,1.7449665069580078,0.38064515590667725,1.7911585569381714
0.3796072006225586,1.7446473836898804,0.375268816947937,1.7916171550750732
0.3820285201072693,1.747348666191101,0.38064515590667725,1.7931196689605713
