number,value,datetime_start,datetime_complete,duration,params_knn_weight,params_nn_weight,params_rf_weight,params_tabnet_weight,state
31,0.37521514629948366,2025-04-28 10:38:57.242877,2025-04-28 10:38:57.264754,0 days 00:00:00.021877,0.08788708669464841,0.90865302220358,0.7224132782547383,0.6766301354145229,COMPLETE
32,0.37521514629948366,2025-04-28 10:38:57.264881,2025-04-28 10:38:57.286976,0 days 00:00:00.022095,0.06567437934881258,0.9725399500022045,0.8043552356960252,0.5625655645535281,COMPLETE
33,0.3709122203098107,2025-04-28 10:38:57.287097,2025-04-28 10:38:57.309207,0 days 00:00:00.022110,0.15480193139511544,0.8963764954583472,0.9307988981980321,0.7913962648353571,COMPLETE
34,0.37521514629948366,2025-04-28 10:38:57.309326,2025-04-28 10:38:57.331211,0 days 00:00:00.021885,0.04393170234541176,0.8944889738238097,0.8219804141440702,0.465210611243821,COMPLETE
35,0.3717728055077453,2025-04-28 10:38:57.331377,2025-04-28 10:38:57.353112,0 days 00:00:00.021735,0.8068514842473834,0.9988245431658478,0.7316241497481335,0.6684360574614798,COMPLETE
36,0.37005163511187605,2025-04-28 10:38:57.353234,2025-04-28 10:38:57.375299,0 days 00:00:00.022065,0.16755210693160494,0.8482485816552303,0.901650115980678,0.5365348047024366,COMPLETE
37,0.3717728055077453,2025-04-28 10:38:57.375431,2025-04-28 10:38:57.397431,0 days 00:00:00.022000,0.3784143389501441,0.9426134284692109,0.3836287451346534,0.3516350772847272,COMPLETE
38,0.3709122203098107,2025-04-28 10:38:57.397562,2025-04-28 10:38:57.419444,0 days 00:00:00.021882,0.48256244674379195,0.8022120655456826,0.8313418912568501,0.762030476728983,COMPLETE
39,0.37349397590361444,2025-04-28 10:38:57.419570,2025-04-28 10:38:57.441245,0 days 00:00:00.021675,0.24378277560563516,0.3834249900245025,0.2700184117673817,0.4998161898748356,COMPLETE
40,0.37349397590361444,2025-04-28 10:38:57.441368,2025-04-28 10:38:57.463202,0 days 00:00:00.021834,0.9929053471324016,0.12983551093185097,0.5089154315836648,0.6839439026613671,COMPLETE
41,0.37521514629948366,2025-04-28 10:38:57.463326,2025-04-28 10:38:57.485134,0 days 00:00:00.021808,0.11751453140610654,0.8953874943219419,0.7273299332328581,0.6725100471102723,COMPLETE
42,0.37521514629948366,2025-04-28 10:38:57.485255,2025-04-28 10:38:57.507096,0 days 00:00:00.021841,0.07477008211900305,0.9211083261614902,0.6396983563617293,0.7139986755717432,COMPLETE
43,0.37521514629948366,2025-04-28 10:38:57.507219,2025-04-28 10:38:57.529204,0 days 00:00:00.021985,0.1295440226513108,0.871369769346752,0.6953525098702854,0.39518064343973025,COMPLETE
44,0.3717728055077453,2025-04-28 10:38:57.529325,2025-04-28 10:38:57.551403,0 days 00:00:00.022078,0.04127057466444303,0.7961281814534908,0.7572236135699373,0.575105037586543,COMPLETE
45,0.3743545611015491,2025-04-28 10:38:57.551526,2025-04-28 10:38:57.573639,0 days 00:00:00.022113,0.9259915800501868,0.95250361251678,0.8400860213868655,0.6570986507736086,COMPLETE
46,0.37263339070567986,2025-04-28 10:38:57.573761,2025-04-28 10:38:57.595808,0 days 00:00:00.022047,0.21908494543498253,0.6786266245606671,0.6246259366887463,0.9271065622265865,COMPLETE
47,0.37521514629948366,2025-04-28 10:38:57.595931,2025-04-28 10:38:57.617853,0 days 00:00:00.021922,0.005554761033212882,0.9996108053837074,0.8696543897216227,0.8098419970980753,COMPLETE
48,0.3743545611015491,2025-04-28 10:38:57.617976,2025-04-28 10:38:57.639878,0 days 00:00:00.021902,0.6126074776088232,0.4616049804118191,0.12365716490956585,0.7365682887255857,COMPLETE
49,0.3743545611015491,2025-04-28 10:38:57.639999,2025-04-28 10:38:57.661930,0 days 00:00:00.021931,0.7915879727081522,0.8199870630464047,0.6797643787025875,0.28981763582863584,COMPLETE
50,0.3743545611015491,2025-04-28 10:38:57.662052,2025-04-28 10:38:57.684137,0 days 00:00:00.022085,0.18038827914220384,0.5555508420688835,0.4148440442880921,0.7073908970230316,COMPLETE
51,0.37521514629948366,2025-04-28 10:38:57.684258,2025-04-28 10:38:57.706284,0 days 00:00:00.022026,0.05029407492239054,0.9554977094355183,0.7703455459914758,0.5677877859846675,COMPLETE
52,0.37521514629948366,2025-04-28 10:38:57.706405,2025-04-28 10:38:57.728266,0 days 00:00:00.021861,0.049521961714376575,0.966100030900587,0.7938651669283568,0.5151298143039025,COMPLETE
53,0.37005163511187605,2025-04-28 10:38:57.728386,2025-04-28 10:38:57.750397,0 days 00:00:00.022011,0.08269708000716205,0.9092664378460689,0.9501425003632706,0.6316151552225364,COMPLETE
54,0.3717728055077453,2025-04-28 10:38:57.750519,2025-04-28 10:38:57.772660,0 days 00:00:00.022141,0.1340675171962398,0.8759368123650304,0.868450563672822,0.5626056815875559,COMPLETE
55,0.3717728055077453,2025-04-28 10:38:57.772780,2025-04-28 10:38:57.794874,0 days 00:00:00.022094,0.26876584189846286,0.8574447389275359,0.7336820724299932,0.4946710973777657,COMPLETE
56,0.37521514629948366,2025-04-28 10:38:57.794995,2025-04-28 10:38:57.817036,0 days 00:00:00.022041,0.2136717502926376,0.9711451572421133,0.6624279014538764,0.8473781254093017,COMPLETE
57,0.3683304647160069,2025-04-28 10:38:57.817156,2025-04-28 10:38:57.839566,0 days 00:00:00.022410,0.07886501721308395,0.41891613055177473,0.6207682705625616,0.3946990182279484,COMPLETE
58,0.3717728055077453,2025-04-28 10:38:57.839687,2025-04-28 10:38:57.861690,0 days 00:00:00.022003,0.34792745994227714,0.9335296746593358,0.8006581566819871,0.9107350414650822,COMPLETE
59,0.3717728055077453,2025-04-28 10:38:57.861814,2025-04-28 10:38:57.884491,0 days 00:00:00.022677,0.6651898124941629,0.7919107858527714,0.293095251308268,0.7637522130598015,COMPLETE
60,0.3717728055077453,2025-04-28 10:38:57.884612,2025-04-28 10:38:57.906904,0 days 00:00:00.022292,0.535242194753299,0.7137718011999693,0.5413587749632794,0.6089780641525788,COMPLETE
61,0.37521514629948366,2025-04-28 10:38:57.907026,2025-04-28 10:38:57.929102,0 days 00:00:00.022076,0.007930412268926046,0.8984495787723483,0.8432520836392214,0.4914995379677303,COMPLETE
62,0.37521514629948366,2025-04-28 10:38:57.929223,2025-04-28 10:38:57.951271,0 days 00:00:00.022048,0.04034358233391226,0.8282001491399712,0.7084534346940601,0.4661651733923611,COMPLETE
63,0.3717728055077453,2025-04-28 10:38:57.951392,2025-04-28 10:38:57.973601,0 days 00:00:00.022209,0.11189703717185195,0.9201732856506882,0.8801609967428001,0.450060795783879,COMPLETE
64,0.37521514629948366,2025-04-28 10:38:57.973724,2025-04-28 10:38:57.995804,0 days 00:00:00.022080,0.05515388578995975,0.8755520673959084,0.8111276393084473,0.42349159621449606,COMPLETE
65,0.37521514629948366,2025-04-28 10:38:57.995928,2025-04-28 10:38:58.018157,0 days 00:00:00.022229,0.15036959432615532,0.9760634565266173,0.598897531484126,0.5447240707760664,COMPLETE
66,0.3717728055077453,2025-04-28 10:38:58.018298,2025-04-28 10:38:58.040499,0 days 00:00:00.022201,0.18792315113002733,0.7660799496459646,0.7444472252689592,0.6977097102455155,COMPLETE
67,0.37263339070567986,2025-04-28 10:38:58.040621,2025-04-28 10:38:58.062710,0 days 00:00:00.022089,0.48378194268895897,0.924951554537156,0.9731417103004222,0.30246234606810074,COMPLETE
68,0.3717728055077453,2025-04-28 10:38:58.062832,2025-04-28 10:38:58.084870,0 days 00:00:00.022038,0.09216188759196184,0.8346197851082331,0.7754989132313024,0.18158280513051012,COMPLETE
69,0.36660929432013767,2025-04-28 10:38:58.084991,2025-04-28 10:38:58.107197,0 days 00:00:00.022206,0.029543890024413717,0.24938222987006242,0.9127555519198031,0.6276975764527667,COMPLETE
70,0.37349397590361444,2025-04-28 10:38:58.107317,2025-04-28 10:38:58.129337,0 days 00:00:00.022020,0.7667795160933704,0.6206103290583871,0.8338502841684476,0.7463498125342336,COMPLETE
71,0.37521514629948366,2025-04-28 10:38:58.129457,2025-04-28 10:38:58.151499,0 days 00:00:00.022042,0.12064907555269165,0.8912434135054877,0.7199169966031376,0.6577146734184021,COMPLETE
72,0.37521514629948366,2025-04-28 10:38:58.151620,2025-04-28 10:38:58.173683,0 days 00:00:00.022063,0.10687086303861336,0.8586127397010007,0.6712483851830995,0.5858815070586904,COMPLETE
73,0.37521514629948366,2025-04-28 10:38:58.173805,2025-04-28 10:38:58.195665,0 days 00:00:00.021860,0.1402046407523602,0.9520074017667003,0.8090057045699142,0.7856558559279572,COMPLETE
74,0.37521514629948366,2025-04-28 10:38:58.195835,2025-04-28 10:38:58.218086,0 days 00:00:00.022251,0.06957204620498596,0.8876409439165032,0.704299415829581,0.8308485141904423,COMPLETE
75,0.37005163511187605,2025-04-28 10:38:58.218208,2025-04-28 10:38:58.240297,0 days 00:00:00.022089,0.02542787491171418,0.7405347118358326,0.7489248597014928,0.6827981243393323,COMPLETE
76,0.37521514629948366,2025-04-28 10:38:58.240417,2025-04-28 10:38:58.262440,0 days 00:00:00.022023,0.17600728679021277,0.9836809975564242,0.6035440971655772,0.6512665750300562,COMPLETE
77,0.3743545611015491,2025-04-28 10:38:58.262563,2025-04-28 10:38:58.284660,0 days 00:00:00.022097,0.5660079282048214,0.9209249846710751,0.8941192580687558,0.5383958719487624,COMPLETE
78,0.37521514629948366,2025-04-28 10:38:58.284782,2025-04-28 10:38:58.306814,0 days 00:00:00.022032,0.9379478030285019,0.8100562282410398,0.7868036695724232,0.3280784445518842,COMPLETE
79,0.37349397590361444,2025-04-28 10:38:58.306934,2025-04-28 10:38:58.328929,0 days 00:00:00.021995,0.24273369544697135,0.9452277598303758,0.37818559688791553,0.024525298368431647,COMPLETE
80,0.37521514629948366,2025-04-28 10:38:58.329052,2025-04-28 10:38:58.351099,0 days 00:00:00.022047,0.09530332687593844,0.9997514341170707,0.6416686052385951,0.7268843876916803,COMPLETE
81,0.37521514629948366,2025-04-28 10:38:58.351221,2025-04-28 10:38:58.373356,0 days 00:00:00.022135,0.06388964640050487,0.9123611690725479,0.6857963040945282,0.7946106218361934,COMPLETE
82,0.37263339070567986,2025-04-28 10:38:58.373477,2025-04-28 10:38:58.395755,0 days 00:00:00.022278,0.0064562656319721995,0.5030618364616678,0.4869745174668819,0.6912748707726221,COMPLETE
83,0.37521514629948366,2025-04-28 10:38:58.395876,2025-04-28 10:38:58.418005,0 days 00:00:00.022129,0.07252419785937733,0.8636407868033773,0.6448847919090885,0.7185904534127843,COMPLETE
84,0.3717728055077453,2025-04-28 10:38:58.418125,2025-04-28 10:38:58.440224,0 days 00:00:00.022099,0.11790754958863567,0.9684914371517692,0.5773438461650056,0.374533734044621,COMPLETE
85,0.37521514629948366,2025-04-28 10:38:58.440346,2025-04-28 10:38:58.462383,0 days 00:00:00.022037,0.15895557702369123,0.9032033591372727,0.7230636923576221,0.64293332828408,COMPLETE
86,0.36919104991394147,2025-04-28 10:38:58.462505,2025-04-28 10:38:58.484581,0 days 00:00:00.022076,0.029126528546853048,0.08847252386983762,0.84845104089679,0.7424173890255031,COMPLETE
87,0.3717728055077453,2025-04-28 10:38:58.484703,2025-04-28 10:38:58.506920,0 days 00:00:00.022217,0.09432286410753522,0.34099658537354094,0.7708032985139042,0.8599031777245452,COMPLETE
88,0.37521514629948366,2025-04-28 10:38:58.507039,2025-04-28 10:38:58.529151,0 days 00:00:00.022112,0.2023610072703388,0.9358714973014823,0.5367186108567655,0.6774121980828502,COMPLETE
89,0.3717728055077453,2025-04-28 10:38:58.529273,2025-04-28 10:38:58.551453,0 days 00:00:00.022180,0.13448617962112527,0.849923810605433,0.21818476285102872,0.6105114689586457,COMPLETE
90,0.37521514629948366,2025-04-28 10:38:58.551575,2025-04-28 10:38:58.573678,0 days 00:00:00.022103,0.059328013308995134,0.8832135550468623,0.7492256204180394,0.46084517796221647,COMPLETE
91,0.3683304647160069,2025-04-28 10:38:58.573800,2025-04-28 10:38:58.596023,0 days 00:00:00.022223,0.12882565515198785,0.5368773719674464,0.684093954181766,0.40432342321958353,COMPLETE
92,0.3717728055077453,2025-04-28 10:38:58.596143,2025-04-28 10:38:58.618397,0 days 00:00:00.022254,0.08713659022018867,0.7891726499324622,0.7028925283224268,0.41494234178181905,COMPLETE
93,0.37521514629948366,2025-04-28 10:38:58.618518,2025-04-28 10:38:58.640639,0 days 00:00:00.022121,0.035902768599350154,0.8697792536544047,0.620775528211939,0.4326460407989001,COMPLETE
94,0.37521514629948366,2025-04-28 10:38:58.640762,2025-04-28 10:38:58.662874,0 days 00:00:00.022112,0.15923193981428663,0.8265331963438698,0.6611206615652753,0.7724018343213239,COMPLETE
95,0.3717728055077453,2025-04-28 10:38:58.662998,2025-04-28 10:38:58.685337,0 days 00:00:00.022339,0.4384546739568539,0.9338346725753885,0.8128691027645709,0.8111952081820414,COMPLETE
96,0.37521514629948366,2025-04-28 10:38:58.685462,2025-04-28 10:38:58.707641,0 days 00:00:00.022179,0.06970285999601654,0.9577673073333217,0.7403068943896327,0.7138628314736302,COMPLETE
97,0.3717728055077453,2025-04-28 10:38:58.707764,2025-04-28 10:38:58.730065,0 days 00:00:00.022301,0.10556799801694293,0.910461093888028,0.4407311257526588,0.37777127641999636,COMPLETE
98,0.3717728055077453,2025-04-28 10:38:58.730190,2025-04-28 10:38:58.752387,0 days 00:00:00.022197,0.8790499274858606,0.9780571938219742,0.010564563662852633,0.5214614032886611,COMPLETE
99,0.37521514629948366,2025-04-28 10:38:58.752511,2025-04-28 10:38:58.774757,0 days 00:00:00.022246,0.002664781302367636,0.8406339317068348,0.7675182637322696,0.4817221636279389,COMPLETE
