train_logloss,val_logloss,train_accuracy,val_accuracy
1.9768519863115115,1.9872452632337,0.34328759752488563,0.3634408602150538
1.6568267817135598,1.7049679513305673,0.42588108689803605,0.4096774193548387
1.566351277265884,1.585554217485339,0.4156577885391445,0.4032258064516129
1.405909591639696,1.4499393788249832,0.46811945117029863,0.4591397849462366
1.3746525777588483,1.4264765032660482,0.511164917944579,0.4817204301075269
1.3865686847980905,1.449750097005125,0.487758945386064,0.4720430107526882
1.3258157676848437,1.3967902794801215,0.513317191283293,0.4956989247311828
1.3172382180006041,1.356758192377404,0.511164917944579,0.4946236559139785
1.2946720249680828,1.3351884894097257,0.5211191821361313,0.5043010752688172
1.2989348832591698,1.3517271565297513,0.5178907721280602,0.5086021505376344
1.2831137316444412,1.3286598150239002,0.5275760021522733,0.5182795698924731
1.259485869573111,1.3190265303315625,0.5364541296744687,0.5129032258064516
1.2483054206325124,1.3187914711934832,0.5364541296744687,0.5204301075268817
1.2556141703853576,1.3276138472976737,0.5345708905030939,0.510752688172043
1.2525981091502765,1.3319746828150139,0.5332257196663976,0.5204301075268817
1.2309663024729562,1.3103881406846247,0.550712940543449,0.5204301075268817
1.2269185509869722,1.3078322258690815,0.5469464622006995,0.5096774193548387
1.2330066790481218,1.3179863409553663,0.5458703255313425,0.5225806451612903
1.2248358120864062,1.3155924406687178,0.5461393596986818,0.5182795698924731
1.2265384016212169,1.3249106121379575,0.5423728813559322,0.4967741935483871
1.2085582288680898,1.292591192967991,0.5437180521926285,0.5096774193548387
1.2121453670344846,1.2954933240417366,0.5391444713478611,0.5096774193548387
1.1935215936290033,1.2813817802439251,0.5472154963680388,0.524731182795699
1.211753322818425,1.3001385501397684,0.5383373688458434,0.5
1.199411512163841,1.2945290069771536,0.551789077212806,0.5258064516129032
1.2083160994642528,1.2975223544357046,0.5534032822168415,0.5204301075268817
1.1926660838748058,1.2780243664184008,0.5641646489104116,0.5376344086021505
1.1661699856907164,1.2632138576466592,0.5746569814366425,0.5333333333333333
1.1977284147457643,1.279430897359455,0.5566316922249126,0.5150537634408602
1.2238840607704928,1.325990192997319,0.5437180521926285,0.5150537634408602
1.1939664958698788,1.2899512477117945,0.5590529997309658,0.5182795698924731
1.1965227874986017,1.300597382751377,0.5466774280333603,0.5279569892473118
1.1890153299454238,1.2822410161020599,0.5579768630616089,0.5268817204301075
1.1590449487896939,1.2633660311584223,0.5636265805757331,0.5344086021505376
1.1634706309117793,1.282104123882107,0.5598601022329835,0.5161290322580645
1.175251909217553,1.2779972024271569,0.5671240247511434,0.5258064516129032
1.1596823829492877,1.2774626275111423,0.5760021522733387,0.5290322580645161
1.1755642411337466,1.2969799352169735,0.5738498789346247,0.5172043010752688
